Nom,Indicador Refugi,Latitud,Longitud,Accessibilitat,Aigua potable,Climatització,Àrea Descans,Lavabos,Adreça,Tipologia Refugi,Origen Identificador,Última Actualització,Categoria,Gratuït,Accés Lliure,Equipament_unic
Parc de les Aigües,080193|PARC_DE_LES_AIGUES,41.41358,2.165481,Sí,Sí,No,Sí,No,"Pl. Alfons el Savi, 3",Parcs i Jardins,Ajuntament de Barcelona,2026-06-23 15:23:00,Parc i Jardí,Sí,Sí,True
Parc de Monterols,080193|PARC_DE_MONTEROLS,41.40161,2.139774,Sí,Sí,No,Sí,No,"C. Muntaner, 450",Parcs i Jardins,Ajuntament de Barcelona,2026-06-23 15:23:00,Parc i Jardí,Sí,Sí,True
Parc de Sant Martí,080193|PARC_DE_SANT_MARTI,41.4199,2.198052,Sí,Sí,No,Sí,No,"C. Menorca, 64",Parcs i Jardins,Ajuntament de Barcelona,2026-06-23 15:23:00,Parc i Jardí,Sí,Sí,True
Parc del Centre de Poblenou,080193|PARC_DEL_CENTRE_DE_POBLENOU,41.40679,2.199757,Sí,Sí,No,Sí,No,"Av. Diagonal, 130",Parcs i Jardins,Ajuntament de Barcelona,2026-06-23 15:23:00,Parc i Jardí,Sí,Sí,True
Parc dEl Clot,080193|PARC_DEL_CLOT,41.40847,2.190015,Sí,Sí,No,Sí,No,"C. Escultors Claperós, 55-63",Parcs i Jardins,Ajuntament de Barcelona,2026-06-23 15:23:00,Parc i Jardí,Sí,Sí,True
Parc dEl Guinardó,080193|PARC_DEL_GUINARDO,41.41949,2.169614,Sí,Sí,No,Sí,No,"C. Garriga i Roca, 1-13",Parcs i Jardins,Ajuntament de Barcelona,2026-06-23 15:23:00,Parc i Jardí,Sí,Sí,True
Parc del Mirador del Migdia,080193|PARC_DEL_MIRADOR_DEL_MIGDIA,41.35976,2.152844,Sí,Sí,No,Sí,No,"Pg. del Migdia, 156 - 174",Parcs i Jardins,Ajuntament de Barcelona,2026-06-23 15:23:00,Parc i Jardí,Sí,Sí,True
Parc del Putxet,080193|PARC_DEL_PUTXET,41.40775,2.142518,Sí,Sí,No,Sí,No,"C. Manacor, 9",Parcs i Jardins,Ajuntament de Barcelona,2026-06-23 15:23:00,Parc i Jardí,Sí,Sí,True
Parc dEl Turó de la Peira,080193|PARC_DEL_TURO_DE_LA_PEIRA,41.43346,2.163447,Sí,Sí,No,Sí,No,"Pg. Fabra i Puig, 396",Parcs i Jardins,Ajuntament de Barcelona,2026-06-23 15:23:00,Parc i Jardí,Sí,Sí,True
Parc Espanya Industrial,080193|PARC_ESPANYA_INDUSTRIAL,41.37654,2.139874,Sí,Sí,No,Sí,No,"C. Muntadas, 1",Parcs i Jardins,Ajuntament de Barcelona,2026-06-23 15:23:00,Parc i Jardí,Sí,Sí,True
Parc Esportiu Can Dragó,080193|PARC_ESPORTIU_CAN_DRAGO,41.43659,2.183157,Sí,Sí,No,Sí,No,"C. Rosselló i Porcel, 7",Parcs i Jardins,Ajuntament de Barcelona,2026-06-23 15:23:00,Parc i Jardí,Sí,Sí,True
Park Güell,080193|PARK_GUELL,41.41351,2.153127,Sí,Sí,No,Sí,Sí,"C. Olot, 7",Parcs i Jardins,Ajuntament de Barcelona,2026-06-23 15:23:00,Parc i Jardí,Sí,Sí,True
Parc Guineueta,080193|PARC_GUINEUETA,41.43905,2.174489,Sí,Sí,No,Sí,No,"Pl. de la República, 9*LB",Parcs i Jardins,Ajuntament de Barcelona,2026-06-23 15:23:00,Parc i Jardí,Sí,Sí,True
Plaça de la Farga,080193|PLACA_DE_LA_FARGA,41.37245,2.138837,Sí,Sí,No,Sí,No,"Pl. Farga, 1",Parcs i Jardins,Ajuntament de Barcelona,2026-06-23 15:23:00,Parc i Jardí,Sí,Sí,True
Turó Park,080193|TURO_PARK,41.39411,2.141916,Sí,Sí,No,Sí,Sí,"Av. Pau Casals, 19",Parcs i Jardins,Ajuntament de Barcelona,2026-06-23 15:23:00,Parc i Jardí,Sí,Sí,True
Pati de l'escola Font d'en Fargas,080193|PATI_DE_L_ESCOLA_FONT_D_EN_FARGAS,41.42267,2.16522,No,Sí,No,Sí,No,"Pg. Font d'en Fargas, 65",Patis d'Escola,Ajuntament de Barcelona,2026-06-23 15:23:00,Pati d'Escola,Sí,Restringit,True
Pati de l'escola Rius i Taulet,080193|PATI_DE_L_ESCOLA_RIUS_I_TAULET,41.4079,2.15034,Sí,Sí,No,Sí,No,"Pl. Lesseps, 19",Patis d'Escola,Ajuntament de Barcelona,2026-06-23 15:23:00,Pati d'Escola,Sí,Restringit,True
CEM Olímpics Vall d'Hebron,080193|CEM_OLIMPICS_VALL_D_HEBRON,41.42817,2.144965,Sí,Sí,Sí,Sí,Sí,"Pg. Vall Hebron, 166-176",Complexos esportius,Ajuntament de Barcelona,2026-06-23 15:23:00,Complex Esportiu,No,Sí,True
CEM Can Dragó,080193|CEM_CAN_DRAGO,41.43655,2.183086,Sí,Sí,Sí,Sí,Sí,"C. Rosselló i Pòrcel, 7",Complexos esportius,Ajuntament de Barcelona,2026-06-23 15:23:00,Complex Esportiu,No,Sí,True
CEM Bac de Roda,080193|CEM_BAC_DE_RODA,41.41445,2.194065,Sí,No,Sí,Sí,No,"Rbla. Guipúscoa, 23-25",Complexos esportius,Ajuntament de Barcelona,2026-06-23 15:23:00,Complex Esportiu,No,Sí,True
CEM Júpiter,080193|CEM_JUPITER,41.41765,2.202128,Sí,Sí,Sí,Sí,No,"C. Agricultura, 232",Complexos esportius,Ajuntament de Barcelona,2026-06-23 15:23:00,Complex Esportiu,No,Sí,True
CEM Can Caralleu,080193|CEM_CAN_CARALLEU,41.40162,2.110814,Sí,Sí,Sí,Sí,Sí,"C. Esports, 2-8",Complexos esportius,Ajuntament de Barcelona,2026-06-23 15:23:00,Complex Esportiu,No,Sí,True
CEM Cotxeres,080193|CEM_COTXERES,41.4267,2.176853,Sí,Sí,Sí,Sí,Sí,"Pl. de Carmen Laforet, 7",Complexos esportius,Ajuntament de Barcelona,2026-06-23 15:23:00,Complex Esportiu,No,Sí,True
CEM Claror,080193|CEM_CLAROR,41.40447,2.170997,Sí,Sí,Sí,Sí,Sí,"C. Sardenya, 333",Complexos esportius,Ajuntament de Barcelona,2026-06-23 15:23:00,Complex Esportiu,No,Sí,True
CEM Parc de la Ciutadella,080193|CEM_PARC_DE_LA_CIUTADELLA,41.38535,2.18634,Sí,Sí,Sí,Sí,Sí,"Pg. Circumval·lació, 1",Complexos esportius,Ajuntament de Barcelona,2026-06-23 15:23:00,Complex Esportiu,No,Sí,True
CC Can Castelló,080193|CC_CAN_CASTELLO,41.3991,2.139963,Sí,Sí,Sí,Sí,Sí,"C. Castelló, 1-7",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Cívic,Sí,Sí,False
Parc de la Trinitat,080193|PARC_DE_LA_TRINITAT,41.44865,2.194313,Sí,Sí,No,Sí,Sí,"Pg. Santa Coloma, 60",Parcs i Jardins,Ajuntament de Barcelona,2026-06-23 15:23:00,Parc i Jardí,Sí,Sí,True
Casa de les aigües,080193|CASA_DE_LES_AIGUES,41.39911,2.139963,Sí,Sí,No,Sí,No,Ctra. de Ribes 103-111,Parcs i Jardins,Ajuntament de Barcelona,2026-06-23 15:23:00,Parc i Jardí,Sí,Sí,True
Jardins de la Massana,080193|JARDINS_DE_LA_MASSANA,41.427,2.17931,Sí,Sí,No,Sí,No,"C. Felip II, 216",Parcs i Jardins,Ajuntament de Barcelona,2026-06-23 15:23:00,Parc i Jardí,Sí,Sí,True
Bib. Gabriel García Márquez,080193|BIB_GABRIEL_GARCIA_MARQUEZ,41.41717,2.20009,Sí,Sí,Sí,Sí,Sí,"Pl. de Carmen Balcells Segalà, 1",Biblioteques,Ajuntament de Barcelona,2026-06-23 15:23:00,Biblioteca,Sí,Sí,True
Casal de Gent Gran Baró de Viver,080193|CASAL_DE_GENT_GRAN_BARO_DE_VIVER,41.44617,2.200389,Sí,Sí,Sí,Sí,Sí,"C. Quito, 8",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,False
Casal Gent Gran Carlit,080193|CASAL_GENT_GRAN_CARLIT,41.39731,2.174749,Sí,Sí,Sí,Sí,Sí,"C. Roger de Flor, 162",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,True
Espai de Gent Gran M. Aurèlia Capmany,080193|ESPAI_DE_GENT_GRAN_M_AURELIA_CAPMANY,41.39029,2.15891,Sí,Sí,Sí,Sí,Sí,"C. Enric Granados, 47",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,True
Casal Gent Gran Sant Cristòfol,080193|CASAL_GENT_GRAN_SANT_CRISTOFOL,41.358,2.135181,Sí,Sí,Sí,Sí,Sí,"C. Bronze, 5",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,True
Casal Gent Gran La Capa,080193|CASAL_GENT_GRAN_LA_CAPA,41.35996,2.142622,Sí,Sí,Sí,Sí,Sí,"C. Alts Forns, 82-86",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,True
Espai Gent Gran El Polvorí,080193|ESPAI_GENT_GRAN_EL_POLVORI,41.36349,2.141508,Sí,Sí,Sí,Sí,Sí,C. Guadalquivir 2,Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,True
Casal de Gent Gran Poble-sec,080193|CASAL_DE_GENT_GRAN_POBLE_SEC,41.37208,2.162533,Sí,Sí,Sí,Sí,Sí,"Pl. del Sortidor, 12",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,True
Casal de gent gran Cotxeres de Sants,080193|CASAL_DE_GENT_GRAN_COTXERES_DE_SANTS,41.3746,2.136394,Sí,Sí,Sí,Sí,Sí,"Ptge. Fructuós Gelabert, s/n",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,True
CGG Can Castelló,080193|CGG_CAN_CASTELLO,41.3991,2.139963,Sí,Sí,Sí,Sí,Sí,"C. Castelló, 1-7",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,False
Casal de GG Sant Ildefons,080193|CASAL_DE_GG_SANT_ILDEFONS,41.39689,2.147447,Sí,Sí,Sí,Sí,Sí,"C. de Marià Cubí, 111",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,True
CGG Baix Guinardó,080193|CGG_BAIX_GUINARDO,41.40945,2.168134,Sí,Sí,Sí,Sí,Sí,"C. Marina, 380",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,True
CGG Horta,080193|CGG_HORTA,41.43435,2.161593,Sí,Sí,Sí,Sí,Sí,"C. Feliu i Codina, 37",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,True
CGG Sant Genís,080193|CGG_SANT_GENIS,41.42603,2.137926,Sí,Sí,Sí,Sí,Sí,"C. Naïm, 10",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,True
CGG Vall Hebron,080193|CGG_VALL_HEBRON,41.43235,2.146808,Sí,Sí,Sí,Sí,Sí,"C. Arquitecte Moragas, 5",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,True
Centre Cívic Teixonera,080193|CENTRE_CIVIC_TEIXONERA,41.42252,2.144592,Sí,Sí,Sí,Sí,Sí,"C. Arenys, 75",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Cívic,Sí,Sí,True
CGG Navas,080193|CGG_NAVAS,41.41686,2.181542,Sí,Sí,Sí,Sí,Sí,"C. Capella, 16",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,True
CGG La Palmera,080193|CGG_LA_PALMERA,41.42273,2.185015,Sí,Sí,Sí,Sí,Sí,"C. Olesa, 41-43",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,True
CGG Bascònia,080193|CGG_BASCONIA,41.436014,2.187021,Sí,Sí,No,Sí,Sí,C. Bascònia 42,Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,True
CGG BonPastor,080193|CGG_BONPASTOR,41.4381,2.205187,Sí,Sí,Sí,Sí,Sí,C. Ardevol s/n,Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,True
CGG Trinitat Vella,080193|CGG_TRINITAT_VELLA,41.45009,2.189354,Sí,Sí,Sí,Sí,Sí,"Ctra. de Ribes, 85",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,True
CC Trinitat Vella,080193|CC_TRINITAT_VELLA,41.45161,2.191178,Sí,Sí,Sí,Sí,Sí,"C. Foradada, 36",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Cívic,Sí,Sí,True
CC Bon Pastor,080193|CC_BON_PASTOR,41.4348,2.204793,Sí,Sí,Sí,Sí,Sí,"Pl. Robert Gerhard, 3",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Cívic,Sí,Sí,True
CPG Joan Maragall,080193|CPG_JOAN_MARAGALL,41.41337,2.217492,Sí,Sí,Sí,Sí,Sí,"C. Bermejo, 1",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Complex Esportiu,No,Sí,True
CPG La Verneda Alta,080193|CPG_LA_VERNEDA_ALTA,41.42548,2.204736,Sí,Sí,Sí,Sí,Sí,"C. Binèfar, 16",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Complex Esportiu,No,Sí,True
CPG Joan Casanelles,080193|CPG_JOAN_CASANELLES,41.41177,2.193098,Sí,Sí,Sí,Sí,Sí,"C. Concili de Trento, 35",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Complex Esportiu,No,Sí,True
CPG Parc del Clot,080193|CPG_PARC_DEL_CLOT,41.40854,2.191703,Sí,Sí,Sí,Sí,Sí,"Pl. Joan Casanelles, 1",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Complex Esportiu,No,Sí,True
CPG de Ca L’Isidret,080193|CPG_DE_CA_L_ISIDRET,41.41673,2.206812,Sí,Sí,Sí,Sí,Sí,"C. Josep Pla, 174",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Complex Esportiu,No,Sí,True
CPG Quatre Cantons,080193|CPG_QUATRE_CANTONS,41.40679,2.204013,Sí,Sí,Sí,Sí,Sí,"C. Camí Antic de Valencia, 96",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Complex Esportiu,No,Sí,True
CPG El Taulat,080193|CPG_EL_TAULAT,41.40141,2.204581,Sí,Sí,Sí,Sí,Sí,"C. Llull, 214",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Complex Esportiu,No,Sí,True
CPG Parc Sandaru,080193|CPG_PARC_SANDARU,41.39168,2.184574,Sí,Sí,Sí,Sí,Sí,"C. Buenaventura Muñoz, 21",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Complex Esportiu,No,Sí,True
Pati de l'escola Ramon Llull,080193|PATI_DE_L_ESCOLA_RAMON_LLULL,41.40099,2.17767,Sí,Sí,No,Sí,No,"Av. Diagonal, 275",Patis d'Escola,Ajuntament de Barcelona,2026-06-23 15:23:00,Pati d'Escola,Sí,Restringit,True
Casal de gent gran Can Novell,080193|CASAL_DE_GENT_GRAN_CAN_NOVELL,41.38233,2.134141,Sí,Sí,Sí,Sí,Sí,"C. Caballero, 29",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,True
Casal de gent gran Pati Llimona,080193|CASAL_DE_GENT_GRAN_PATI_LLIMONA,41.38163,2.179707,Sí (excepte lavabos),Sí,Sí,Sí,Sí,"C. Correu Vell, 5",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,True
Bib. Sagrada Família - Josep M. Ainaud de Lasarte,080193|BIB_SAGRADA_FAMILIA_JOSEP_M_AINAUD_DE_LASARTE,41.4057,2.176274,Sí,Sí,Sí,Sí,Sí,"C. Provença, 480",Biblioteques,Ajuntament de Barcelona,2026-06-23 15:23:00,Biblioteca,Sí,Sí,True
Seu del Districte de Ciutat Vella,080193|SEU_DEL_DISTRICTE_DE_CIUTAT_VELLA,41.38396,2.16931,Sí,Sí,Sí,Sí,Sí,"Pl. de Vicenç Martorell, 6",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Equipament de Ciutat,Sí,Restringit,True
CC Convent Sant Agustí,080193|CC_CONVENT_SANT_AGUSTI,41.38743,2.181695,Sí,Sí,Sí,Sí,Sí,"C. del Comerç, 36",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Cívic,Sí,Sí,True
Espai Jove Palau Alòs,080193|ESPAI_JOVE_PALAU_ALOS,41.38818,2.178533,Sí,Sí,Sí,Sí,Sí,"C. Sant Pere Més Baix, 55",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Espai Jove,Sí,Restringit,True
Seu Districte de l'Eixample,080193|SEU_DISTRICTE_DE_L_EIXAMPLE,41.39578,2.169425,Sí,Sí,Sí,Sí,Sí,"C. Aragó, 311",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Equipament de Ciutat,Sí,Restringit,True
Casal de gent gran Sant Ramon,080193|CASAL_DE_GENT_GRAN_SANT_RAMON,41.3775,2.113564,Sí,Sí,Sí,Sí,Sí,"C. Cardenal Reig, 11",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,True
CC Josep M Trias i Peitx,080193|CC_JOSEP_M_TRIAS_I_PEITX,41.3778,2.121739,Sí,Sí,Sí,Sí,Sí,"C. Riera Blanca, 1-3",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Cívic,Sí,Sí,True
CC Pere Pruna,080193|CC_PERE_PRUNA,41.4033,2.131208,Sí,Sí,Sí,Sí,Sí,"C. Ganduixer, 130",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Cívic,Sí,Sí,True
Casa de l'Aigua de Trinitat Nova,080193|CASA_DE_L_AIGUA_DE_TRINITAT_NOVA,41.45359,2.187544,Sí,Sí,Sí,Sí,Sí,"C. Garbí, 2",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Equipament Ambiental,Sí,Sí,True
Casal de barri Can Portabella,080193|CASAL_DE_BARRI_CAN_PORTABELLA,41.4291,2.193945,Sí,Sí,Sí,Sí,Sí,"C. Virgili, 18",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Barri,Sí,Sí,True
Casal de Barri Torre de La Sagrera,080193|CASAL_DE_BARRI_TORRE_DE_LA_SAGRERA,41.42385,2.192038,Sí,Sí,Sí,Sí,Sí,"C. Berenguer de Palou, 64",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Barri,Sí,Sí,True
Pati de l'Escola Bressol Municipal Pau,080193|PATI_DE_L_ESCOLA_BRESSOL_MUNICIPAL_PAU,41.37671,2.140099,Sí,Sí,No (aire lliure),Sí,Sí,C/ Muntades 1,Patis d'Escola Bressol,Ajuntament de Barcelona,2026-06-23 15:23:00,Pati d'Escola Bressol,Sí,Restringit,True
Pati de l'Escola Bressol Municipal El Cargol,080193|PATI_DE_L_ESCOLA_BRESSOL_MUNICIPAL_EL_CARGOL,41.42709,2.167203,Sí,Sí,No (aire lliure),Sí,Sí,"C/ Mossèn Josep Bundó, 6",Patis d'Escola Bressol,Ajuntament de Barcelona,2026-06-23 15:23:00,Pati d'Escola Bressol,Sí,Restringit,True
Pati de l'Escola Bressol Municipal Gràcia,080193|PATI_DE_L_ESCOLA_BRESSOL_MUNICIPAL_GRACIA,41.40816,2.149672,Sí,Sí,No (aire lliure),Sí,Sí,"C/ Maignon, 2,",Patis d'Escola Bressol,Ajuntament de Barcelona,2026-06-23 15:23:00,Pati d'Escola Bressol,Sí,Restringit,True
Pati de l'Escola Bressol Municipal Ralet,080193|PATI_DE_L_ESCOLA_BRESSOL_MUNICIPAL_RALET,41.44255,2.182902,Sí,Sí,No (aire lliure),Sí,Sí,"C/Joaquim valls, 10",Patis d'Escola Bressol,Ajuntament de Barcelona,2026-06-23 15:23:00,Pati d'Escola Bressol,Sí,Restringit,True
"CCCB, Centre de Cultura Contemporània de Barcelona",080193|CCCB_CENTRE_DE_CULTURA_CONTEMPORANIA_DE_BARCELONA,41.3837,2.166633,Sí,Sí,Sí,Sí,Sí,"C. de Montalegre, 5",Museus,Ajuntament de Barcelona,2026-06-23 15:23:00,Museu,Parcialment,Sí,False
MACBA,080193|MACBA,41.38305,2.166922,Sí,Sí,Sí,Sí,Sí,"Pl. dels Àngels, 1",Museus,Ajuntament de Barcelona,2026-06-23 15:23:00,Museu,Parcialment,Sí,True
Espai de gent gran Esquerra de l'Eixample,080193|ESPAI_DE_GENT_GRAN_ESQUERRA_DE_L_EIXAMPLE,41.38691,2.149037,Sí,Sí,Sí,Sí,Sí,"C. Rosselló, 78-80",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,True
CGG Mossèn Clapés,080193|CGG_MOSSEN_CLAPES,41.44283,2.187734,Sí,Sí,Sí,Sí,Sí,"C. Gran de Sant Andreu, 467 Passatge Interior",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,True
Pati de l'Escola Bressol Municipal Valldaura,080193|PATI_DE_L_ESCOLA_BRESSOL_MUNICIPAL_VALLDAURA,41.43711,2.156376,Sí,Sí,No (aire lliure),Sí,Sí,"Pg. Valldaura, 18",Patis d'Escola Bressol,Ajuntament de Barcelona,2026-06-23 15:23:00,Pati d'Escola Bressol,Sí,Restringit,True
Pati de l'Escola Bressol Municipal Canigó,080193|PATI_DE_L_ESCOLA_BRESSOL_MUNICIPAL_CANIGO,41.38252,2.16775,Sí,Sí,No (aire lliure),Sí,Sí,"C/ Àngels, 7",Patis d'Escola Bressol,Ajuntament de Barcelona,2026-06-23 15:23:00,Pati d'Escola Bressol,Sí,Restringit,True
Espai Montserrat Olivella,080193|ESPAI_MONTSERRAT_OLIVELLA,41.38697,2.145548,Sí,Sí,Sí,Sí,Sí,"C. Calàbria, 260",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Entitat Cultural,Sí,Sí,True
CC Font de la Guatlla,080193|CC_FONT_DE_LA_GUATLLA,41.37046,2.147601,Sí,Sí,Sí,Sí,Sí,"C. Rabí Rubèn, 22",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Cívic,Sí,Sí,True
Centre d’Informació del Parc Natural de la Serra de Collserola,080193|CENTRE_D_INFORMACIO_DEL_PARC_NATURAL_DE_LA_SERRA_DE_COLLSEROLA,41.41968,2.101238,Sí,Sí,Sí,Sí,Sí,"Ctra. de l’Església, 92",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Equipament de Ciutat,Sí,Restringit,True
Pati de l'escola Mercè Rodoreda,080193|PATI_DE_L_ESCOLA_MERCE_RODOREDA,41.44591,2.185579,Sí,Sí,No,Sí,No,"C. del Vesuvi, 35  (entrada per Av. Meridiana)",Patis d'Escola,Ajuntament de Barcelona,2026-06-23 15:23:00,Pati d'Escola,Sí,Restringit,True
Biblioteca Rector Gabriel Ferraté (UPC),080193|BIBLIOTECA_RECTOR_GABRIEL_FERRATE_UPC,41.38771,2.112624,Sí,Sí,Sí,Sí,Sí,"C. Jordi Girona, 1-3",Biblioteques,Ajuntament de Barcelona,2026-06-23 15:23:00,Biblioteca,Sí,Sí,True
Biblioteca de l'Escola Tècnica Superior d'Enginyeria Industrial de Barcelona (UPC),080193|BIBLIOTECA_DE_L_ESCOLA_TECNICA_SUPERIOR_D_ENGINYERIA_INDUSTRIAL_DE_BARCELONA_UPC,41.38483,2.115259,Sí,Sí,Sí,Sí,Sí,"Av. Diagonal, 647",Biblioteques,Ajuntament de Barcelona,2026-06-23 15:23:00,Biblioteca,Sí,Sí,True
Biblioteca Oriol Bohigas de l'Escola Tècnica Superior d'Arquitectura de Barcelona (UPC),080193|BIBLIOTECA_ORIOL_BOHIGAS_DE_L_ESCOLA_TECNICA_SUPERIOR_D_ARQUITECTURA_DE_BARCELONA_UPC,41.38501,2.115974,Sí,Sí,Sí,Sí,Sí,"Av. Diagonal, 649",Biblioteques,Ajuntament de Barcelona,2026-06-23 15:23:00,Biblioteca,Sí,Sí,True
Biblioteca de l'Escola d'Enginyeria Barcelona Est (UPC),080193|BIBLIOTECA_DE_L_ESCOLA_D_ENGINYERIA_BARCELONA_EST_UPC,41.41352,2.220763,Sí,Sí,Sí,Sí,Sí,"C. Eduard Maristany, 16",Biblioteques,Ajuntament de Barcelona,2026-06-23 15:23:00,Biblioteca,Sí,Sí,True
Biblioteca de l'Escola Politècnica Superior d'Edificació de Barcelona (UPC),080193|BIBLIOTECA_DE_L_ESCOLA_POLITECNICA_SUPERIOR_D_EDIFICACIO_DE_BARCELONA_UPC,41.38375,2.11275,Sí,Sí,Sí,Sí,Sí,"Av. Doctor Marañón, 44-50",Biblioteques,Ajuntament de Barcelona,2026-06-23 15:23:00,Biblioteca,Sí,Sí,True
Biblioteca de la Facultat de Matemàtiques i Estadística (UPC),080193|BIBLIOTECA_DE_LA_FACULTAT_DE_MATEMATIQUES_I_ESTADISTICA_UPC,41.38353,2.115839,Sí,Sí,Sí,Sí,Sí,"C. Pau Gargallo, 14",Biblioteques,Ajuntament de Barcelona,2026-06-23 15:23:00,Biblioteca,Sí,Sí,True
Biblioteca de la Facultat de Nàutica de Barcelona (UPC),080193|BIBLIOTECA_DE_LA_FACULTAT_DE_NAUTICA_DE_BARCELONA_UPC,41.38235,2.184515,Sí,Sí,Sí,Sí,Sí,"Pla de Palau, 18",Biblioteques,Ajuntament de Barcelona,2026-06-23 15:23:00,Biblioteca,Sí,Sí,True
Casal de Barri Can Travi de la Vall d'Hebron,080193|CASAL_DE_BARRI_CAN_TRAVI_DE_LA_VALL_D_HEBRON,41.43288,2.151471,Sí,Sí,Sí,Sí,Sí,Av. Cardenal Vidal i Barraquer 45,Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Barri,Sí,Sí,True
Institut Català de La Salut,080193|INSTITUT_CATALA_DE_LA_SALUT,41.38754,2.165229,Sí,Sí,Sí,Sí,Sí,"G.V. Corts Catalanes, 587",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Equipament Sanitari,Sí,Restringit,True
