Nom,Indicador Refugi,Latitud,Longitud,Accessibilitat,Aigua potable,Climatització,Àrea Descans,Lavabos,Adreça,Tipologia Refugi,Origen Identificador,Última Actualització,Categoria,Gratuït,Accés Lliure,Equipament_unic
Manantial de salud,080193|MANANTIAL_DE_SALUD,41.38366,2.169546,Sí,Sí,Sí,Sí,No,"C. d'en Xuclà, 23",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Farmàcia Luz Andres Carbo,080193|FARMACIA_LUZ_ANDRES_CARBO,41.43562,2.172467,Sí,No,Sí,Sí,No,"Pg. de Verdum, 2",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Farmàcia Morera,080193|FARMACIA_MORERA,41.39186,2.179096,Sí,No,Sí,Sí,No,"Pg. Sant Joan, 3",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Farmàcia Borràs,080193|FARMACIA_BORRAS,41.43921,2.179991,Sí,Sí,Sí,Sí,No,"Pg. Valldaura, 247",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Seu del Districte de Les Corts,080193|SEU_DEL_DISTRICTE_DE_LES_CORTS,41.3858,2.129818,Sí,Sí,Sí,Sí,Sí,"Pl. Comas, 18",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Equipament de Ciutat,Sí,Restringit,True
Pati de l'Escola Bressol Municipal Pla de Fornells,080193|PATI_DE_L_ESCOLA_BRESSOL_MUNICIPAL_PLA_DE_FORNELLS,41.44818,2.178725,Sí,Sí,No (aire lliure),Sí,Sí,"C/ Dels Nou Barris, 12",Patis d'Escola Bressol,Ajuntament de Barcelona,2026-06-23 15:23:00,Pati d'Escola Bressol,Sí,Restringit,True
Pati de l'Escola Bressol Municipal El Palomar,080193|PATI_DE_L_ESCOLA_BRESSOL_MUNICIPAL_EL_PALOMAR,41.43631,2.187186,Sí,Sí,No (aire lliure),Sí,Sí,"C/de Malalts, 45",Patis d'Escola Bressol,Ajuntament de Barcelona,2026-06-23 15:23:00,Pati d'Escola Bressol,Sí,Restringit,True
Kinesalut Barcelona,080193|KINESALUT_BARCELONA,41.43571,2.188297,sense dades,Sense Dades,Sí,Sí,sense dades,"C. Pons i Gallarza, 20",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Oficina Occident,080193|OFICINA_OCCIDENT,41.43422,2.188302,sense dades,Sense Dades,Sí,Sí,sense dades,"C. Rubén Darío, 27",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
"Botiga ""Equip"" (moda)",080193|BOTIGA_EQUIP_MODA,41.43398,2.189175,sense dades,Sense Dades,Sí,Sí,sense dades,"Riera de Sant Andreu, 1",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Kids and Us,080193|KIDS_AND_US,41.43393,2.186393,sense dades,Sense Dades,Sí,Sí,sense dades,"C. d'Ignasi Iglésias, 85",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Quiromassatges Pardos,080193|QUIROMASSATGES_PARDOS,41.43305,2.188528,sense dades,Sense Dades,Sí,Sí,sense dades,"C. de Coroleu, 6",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Several Café,080193|SEVERAL_CAFE,41.43274,2.189206,sense dades,Sense Dades,Sí,Sí,sense dades,"C. Gran de Sant Andreu, 165",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Formatgeria Ireneu,080193|FORMATGERIA_IRENEU,41.4312,2.189283,sense dades,Sense Dades,Sí,Sí,sense dades,"C. Gran de Sant Andreu, 117",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Farmàcia Carolina León,080193|FARMACIA_CAROLINA_LEON,41.43048,2.189545,sense dades,Sense Dades,Sí,Sí,sense dades,"C. Gran de Sant Andreu, 91",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
"Carns i embotits ""Ca la Nuri""",080193|CARNS_I_EMBOTITS_CA_LA_NURI,41.43323,2.185702,sense dades,Sense Dades,Sí,Sí,sense dades,"Pl. de les Palemeres, 11",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Farmàcia Isa Santos,080193|FARMACIA_ISA_SANTOS,41.433,2.185778,sense dades,Sense Dades,Sí,Sí,sense dades,"Pl. de les Palemeres, 9",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Diambaar (moda),080193|DIAMBAAR_MODA,41.42911,2.188032,sense dades,Sense Dades,Sí,Sí,sense dades,"C. Nadal, 40",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Grup dental Santponç,080193|GRUP_DENTAL_SANTPONC,41.43188,2.190924,sense dades,Sense Dades,Sí,Sí,sense dades,"C. Dr. Santponç, 28",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Nova de Sant Andreu,080193|NOVA_DE_SANT_ANDREU,41.43178,2.18939,sense dades,Sense Dades,Sí,Sí,sense dades,"C. Gran de Sant Andreu, 142",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Citydogs Store - Sant Andreu,080193|CITYDOGS_STORE_SANT_ANDREU,41.43561,2.190736,Sí,Sí,Sí,Sí,Sí,"C. del Doctor Balari i Jovany, 9",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Restaurant La Comtal,080193|RESTAURANT_LA_COMTAL,41.43583,2.190462,sense dades,Sense Dades,Sí,Sí,sense dades,"C. de l'Ajuntament, 9",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Merceria Perelló,080193|MERCERIA_PERELLO,41.43568,2.189541,sense dades,Sense Dades,Sí,Sí,sense dades,"C. Gran de Sant Andreu, 261",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Abans morta que senzilla (moda),080193|ABANS_MORTA_QUE_SENZILLA_MODA,41.43571,2.189619,sense dades,Sense Dades,Sí,Sí,sense dades,"C. Gran de Sant Andreu, 259",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
La boutique del peluquero,080193|LA_BOUTIQUE_DEL_PELUQUERO,41.435,2.189449,sense dades,Sense Dades,Sí,Sí,sense dades,"C. Gran de Sant Andreu, 239",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
La botiga de la Pepi,080193|LA_BOTIGA_DE_LA_PEPI,41.43496,2.189233,sense dades,Sense Dades,Sí,Sí,sense dades,"C. Mercat, 4",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Col·legi Oficial d'Infermeres i Infermers de Barcelona,080193|COL_LEGI_OFICIAL_D_INFERMERES_I_INFERMERS_DE_BARCELONA,41.40707,2.208131,Sí,Sí,Sí,Sí,Sí,"C. de Pujades, 350",Altres,Ajuntament de Barcelona,2026-06-23 15:23:00,Equipament Sanitari,Sí,Restringit,True
VRoom Escape,080193|VROOM_ESCAPE,41.42593,2.190034,Sí,Sí,Sí,Sí,Sí,"C. Pacífic 19, Baixos, Local 1",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Llibrería Ulises,080193|LLIBRERIA_ULISES,41.4261,2.188956,Sí,Sí,Sí,Sí,Sí,"C. Pacífic, 34",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Farmàcia Carlota Miravitlles Gultresa,080193|FARMACIA_CARLOTA_MIRAVITLLES_GULTRESA,41.41517,2.198466,Sí,Sí,Sí,Sí,Sí,"C. de Julián Besteiro, 3",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Farmàcia David Folch,080193|FARMACIA_DAVID_FOLCH,41.432557,2.155518,Sí,Sí,Sí,Sí,Sí,"C. Fàtima 10, baixos",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Farmàcia De La Rambla,080193|FARMACIA_DE_LA_RAMBLA,41.42462,2.208469,Sí,Sí,Sí,Sí,No,"Rambla Guipúscoa, 174",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Farmàcia Marcos Molina,080193|FARMACIA_MARCOS_MOLINA,41.43635,2.205577,Sí,No,Sí,Sí,No,"C. de Sant Adrià, 131",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Soledad Pérez Fisioterapia,080193|SOLEDAD_PEREZ_FISIOTERAPIA,41.427103,2.15709,Sí,Sí,Sí,Sí,Sí,"Rambla del Carmel, 6",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Hospital Universitari Sagrat Cor,080193|HOSPITAL_UNIVERSITARI_SAGRAT_COR,41.38896,2.145559,Sí,Sí,Sí,Sí,Sí,Carrer Viladomat 288,Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Equipament Sanitari,Sí,Restringit,True
Collell (moda),080193|COLLELL_MODA,41.42956,2.160326,Sí,Sí,Sí,Sí,Sí,"Tajo, 69",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Cor d'Horta Eix Comercial,080193|COR_D_HORTA_EIX_COMERCIAL,41.42957,2.160193,No,Sí,Sí,Sí,No,"C/ Tajo, 71 (botiga 2); Enviaments a Tajo 69 (botiga de la presidenta de Cor d'Horta)",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,No,True
Abacus Fabra I Puig,080193|ABACUS_FABRA_I_PUIG,41.43039,2.18102,Sí,Sí,Sí,Sí,Sí,"Passeig Fabra i Puig, 196",_microRefugi,Ajuntament de Barcelona,2026-06-23 15:23:00,Microrefugi,Parcialment,Sí,True
Jardí de les Tres Torres,080193|JARDI_DE_LES_TRES_TORRES,41.398747,2.13415,Sí,Sí,No,Sí,No,"Rda. General Mitre, 76",Parcs i Jardins,Ajuntament de Barcelona,2026-06-23 15:23:00,Parc i Jardí,Sí,Sí,True
Piscina Descoberta del CEM Parc de la Ciutadella,080193|PISCINA_DESCOBERTA_DEL_CEM_PARC_DE_LA_CIUTADELLA,41.38553,2.186413,Sí,Sí,No (aire lliure),Sí,Sí,"Pg. de Circumval·lació, 1",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,False
Piscina Coberta del CEM Mundet,080193|PISCINA_COBERTA_DEL_CEM_MUNDET,41.43591,2.142863,Sí,Sí,Sí,Sí,Sí,"C. Olympe de Gouges, s/n",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,False
Piscines Cobertes del CEM Bac de Roda,080193|PISCINES_COBERTES_DEL_CEM_BAC_DE_RODA,41.41435,2.194073,Sí,Sí,Sí,Sí,Sí,"Rbla. Guipúscoa, 25",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,False
Piscina Coberta del CEM Bon Pastor,080193|PISCINA_COBERTA_DEL_CEM_BON_PASTOR,41.43818,2.201731,Sí,Sí,Sí,Sí,Sí,"C. Costa Daurada, 12",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,False
Piscina Coberta del CEM Can Caralleu,080193|PISCINA_COBERTA_DEL_CEM_CAN_CARALLEU,41.40156,2.111093,Sí,Sí,Sí,Sí,Sí,"C. dels Esports, 2-8",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,False
Piscines Descobertes del CEM Piscines Bernat Picornell,080193|PISCINES_DESCOBERTES_DEL_CEM_PISCINES_BERNAT_PICORNELL,41.36629,2.150628,Sí,Sí,No (aire lliure),Sí,Sí,"Av. de l'Estadi, 30-38",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,False
Llac del CEM Can Dragó,080193|LLAC_DEL_CEM_CAN_DRAGO,41.43657,2.183127,Sí,Sí,No (aire lliure),Sí,Sí,"C. Roselló i Porcel, 7-11",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,False
Piscina Coberta del CEM de Sant Sebastià,080193|PISCINA_COBERTA_DEL_CEM_DE_SANT_SEBASTIA,41.37358,2.188742,Sí,Sí,Sí,Sí,Sí,"Pl. del Mar, s/n",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,False
Piscina Descoberta del CEM Trinitat Vella,080193|PISCINA_DESCOBERTA_DEL_CEM_TRINITAT_VELLA,41.45145,2.193105,Sí,Sí,No (aire lliure),Sí,Sí,"Via Bàrcino, 84-86",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,False
